supplier_id,supplier_code,supplier_name,supplier_type,gst_number,pan_number,email,phone_number,contact_person,address_line_1,address_line_2,city,state,country,postal_code,payment_terms_id,bank_name,bank_account_number,ifsc_code,supplier_status,created_date,modified_date
268,SUP00268,Dasgupta LLC,Raw Material Supplier,30OXFJP5863O6ZM,CJWLT3791L,aarna29@gara.com,8621801088,Garima Nadig,"69/030, Jha Path",,Bengaluru,Karnataka,India,324457,10,HDFC Bank,25357222245562,HDFC0218222,Blocked,2017-12-22,2021-07-01
269,SUP00269,"Sachdeva, Sathe and Yohannan",Raw Material Supplier,01VECJE5138N6ZG,IQNIG1970F,ati58@de-kibe.com,09467659153,Jagat Barad,"H.No. 533
Goel Ganj",Suite 28,Hyderabad,Telangana,India,295212,2,Axis Bank,40324897504,AXIS0534384,Active,2016-02-10,2021-03-15
270,SUP00270,Khare LLC,Contractor,14HKNZS4025F2ZO,UZOCB1077Q,mmitter@gaba.org,+915186942679,Omkaar Chaudry,"90/80
Nayak Circle",Suite 40,Pune,Maharashtra,India,809943,4,Axis Bank,20451252371,AXIS0417816,Active,2018-11-06,2024-08-02
271,SUP00271,Barad-Iyengar,Raw Material Supplier,07PPGNM6483W5ZJ,ZBAZQ6866F,prisha52@mitter.com,9581288138,Warjas Dar,"H.No. 897
Kapadia",Unit 40,Chennai,Tamil Nadu,India,037469,4,ICICI Bank,0649741845224007,ICIC0797376,Active,2023-07-31,2026-01-29
272,SUP00272,Bora Group,Raw Material Supplier,36OWRBU5752Y3Z1,UARHS8703L,danielprabhu@bassi.com,9610541254,Priya Pandya,"H.No. 30, Parikh Road",Suite 29,Pune,Maharashtra,India,310421,1,HDFC Bank,85720157353539,HDFC0272280,Inactive,2021-05-25,2021-09-19
273,SUP00273,"Talwar, Bali and Gera",Logistics Provider,31KJXNU9596B3ZJ,FJTVW6249F,nmahajan@dora.net,1850971571,Raksha Thaman,"69
Mangat",Unit 13,Surat,Gujarat,India,445928,4,IndusInd Bank,59191746427,INDU0951613,Active,2023-03-11,2025-11-19
274,SUP00274,Dave and Sons,Equipment Vendor,28FQBKQ8505D5ZP,OAQMZ7162B,srinivasanarya@magar.info,9415666355,Anirudh Prakash,"H.No. 563, Sankar Chowk",Unit 83,Coimbatore,Tamil Nadu,India,052177,4,Yes Bank,8997750927109803,YES 0356342,Active,2021-07-08,2025-08-02
275,SUP00275,Chakrabarti Inc,Equipment Vendor,33FPOAQ0035Q6ZU,WWHOV9854B,ikshita06@vyas-chad.com,+911065483427,Matthew Buch,"H.No. 489
Wagle",,Noida,Uttar Pradesh,India,185713,7,IndusInd Bank,841160435439,INDU0906224,Active,2025-06-12,2025-11-04
276,SUP00276,"Sem, Walla and Zachariah",Contractor,04UEMYI0802Z2ZS,ETWGN7241Q,gsaran@deol.org,6370015942,Krishna Dugar,"95, Prakash Marg",Unit 13,Kolkata,West Bengal,India,535799,5,IndusInd Bank,05254931602794,INDU0941713,Active,2024-03-16,2025-04-26
277,SUP00277,Luthra Group,Service Provider,21FUITQ9399V0ZF,EGFXM4748O,yash52@sathe-palan.com,2115959068,Maanav Sinha,"52/535
Kala Nagar",Floor 6,Kolkata,West Bengal,India,406994,7,Kotak Mahindra Bank,871200375431,KOTA0505932,Blocked,2017-03-06,2025-12-02
278,SUP00278,"Basu, Subramanian and Dugar",Goods Supplier,19HLCJA4998U4ZG,KXBRW3818U,zashilchanda@halder.com,2915569957,David Sura,"63/41, Iyer Road",Unit 88,Kolkata,West Bengal,India,105686,9,Punjab National Bank,1782316834232627,PUNJ0299182,Active,2020-01-11,2021-03-18
279,SUP00279,"Kala, Goda and Jhaveri",Goods Supplier,12PWARJ6741Y3ZI,QLRZC5206B,zansi45@baria.com,+910078057151,Faqid Bath,"13, Butala Marg",Floor 20,Kolkata,West Bengal,India,864857,9,IndusInd Bank,8043342134440162,INDU0909818,Active,2023-10-15,2023-11-20
280,SUP00280,Banik-Varughese,Logistics Provider,29VNONE6461S1ZH,QWCIK2718E,mnadig@banik.org,+910177271169,Pratyush Kaur,"H.No. 986, Pillay Zila",Suite 40,New Delhi,Delhi,India,930893,9,Punjab National Bank,476326248065,PUNJ0126704,Active,2021-09-19,2023-08-20
281,SUP00281,"Trivedi, Pai and Kuruvilla",Contractor,12ZTTNO9261K1Z2,ATPTV3710Z,sathvikshah@lad.com,+919719355283,Frado Keer,"H.No. 738
Bhatti Path",Floor 7,Ahmedabad,Gujarat,India,155306,1,HDFC Bank,51159700150,HDFC0837185,Active,2016-08-03,2024-09-28
282,SUP00282,Sen-Buch,Raw Material Supplier,30RLIXB6006F9Z3,IWDBO2438T,dharsuhani@mannan.org,+917666981098,Reyansh Sabharwal,"H.No. 77
Som Circle",Floor 8,Coimbatore,Tamil Nadu,India,672768,1,ICICI Bank,992478567017,ICIC0618313,Active,2020-06-09,2021-07-02
283,SUP00283,Bora-Kothari,Goods Supplier,12CWQMQ4029D5ZR,WRYLD0584V,ymadan@kade-tiwari.biz,+914031015054,Sanaya Taneja,"H.No. 24
Guha Road",,Ahmedabad,Gujarat,India,943910,2,State Bank of India,188256628970,STAT0682847,Blocked,2019-08-21,2023-02-15
284,SUP00284,Sharaf and Sons,Equipment Vendor,33DFGET4496T8ZQ,FDUKB2090E,yoshita11@ganesh.com,+919796754129,Jackson Varma,"42, Bassi",Floor 11,Mumbai,Maharashtra,India,554183,1,Axis Bank,5319801783313022,AXIS0132207,Under Review,2020-09-24,2026-05-21
285,SUP00285,"Varkey, More and Kala",Raw Material Supplier,05YKMPK9777P0ZQ,AOFJJ6425Z,apteupadhriti@radhakrishnan-dua.info,4268328993,Qabil Pathak,"H.No. 227, Hegde Street",Floor 10,Lucknow,Uttar Pradesh,India,890983,6,Punjab National Bank,806145626993,PUNJ0355774,Blocked,2021-02-25,2022-05-01
286,SUP00286,Swaminathan Ltd,Goods Supplier,29NTSMY6188P1ZC,GNSLQ6772U,ronitharora@lata.biz,5274849357,Banjeet Bassi,"15
Gera Zila",,Surat,Gujarat,India,596189,1,Kotak Mahindra Bank,05369894476,KOTA0577894,Active,2017-01-15,2022-11-14
287,SUP00287,Jhaveri-Balasubramanian,Raw Material Supplier,06XWKIP3650H1ZI,FUCVY1979E,amblekrishna@vaidya.biz,02441969802,Hemangini Virk,"550, Sankar Ganj",Floor 12,Ludhiana,Punjab,India,459527,3,Punjab National Bank,22326388530,PUNJ0784228,Active,2016-01-09,2020-03-20
288,SUP00288,Radhakrishnan-Johal,Contractor,20YXQHV0895N8ZC,SHOUF2582R,duttahenry@garde-sood.com,00315124660,Lakshmi Sama,"353
Kothari Ganj",Suite 2,Lucknow,Uttar Pradesh,India,078350,6,HDFC Bank,7109369712942467,HDFC0976179,Active,2025-01-25,2026-02-14
289,SUP00289,Bhat LLC,Logistics Provider,33KHMPZ9304K2Z2,ZSKVJ8413K,shauryanadkarni@dugal-mody.com,+912623093266,Daksh Tara,"19
Mohanty Circle",Suite 40,Amritsar,Punjab,India,753267,1,Punjab National Bank,26072276104468,PUNJ0106662,Inactive,2017-05-02,2024-10-21
290,SUP00290,"Cheema, Rastogi and Dani",Service Provider,19CLAUU5361C5ZT,GVQTE3932Y,isawhney@sarkar.com,02139098236,Devika Lata,"93/91, Loke Chowk",Floor 12,Surat,Gujarat,India,237786,8,Yes Bank,36590517381355,YES 0133818,Active,2016-07-30,2020-07-10
291,SUP00291,Gandhi-Sarna,Goods Supplier,10RDRFD0098W5Z3,ODZVF0402O,laban14@balan.com,+916787615768,Rehaan Ahuja,"45/355, Yogi Zila",Floor 5,Jaipur,Rajasthan,India,368028,3,State Bank of India,332276305028,STAT0463979,Active,2022-02-09,2025-06-03
292,SUP00292,"Wason, Dua and Bose",Service Provider,09KWWUG2815L1Z4,PVPRH3018G,chanchalsami@bath-bava.info,+913919300471,Akshay Lata,"06/68, Sama Chowk",Unit 6,Jaipur,Rajasthan,India,678465,8,State Bank of India,8025359021131812,STAT0197490,Active,2021-08-26,2023-02-26
293,SUP00293,Chandra-Kale,Contractor,16VCDRP8870X6Z4,WHHFO0343I,zsoni@bhasin-gade.org,07985969270,Aashi Chaudhuri,"37/01
Gera Nagar",Floor 15,Chennai,Tamil Nadu,India,897496,3,Punjab National Bank,97683819166025,PUNJ0744016,Active,2025-09-22,2026-04-23
294,SUP00294,"Baria, Patel and Vora",Logistics Provider,26JANWM0372M6ZN,RMQLB7187Y,veerbhalla@pathak-chandra.info,+910117465922,Gopal Deshpande,"10/05, Dhar Marg",Suite 3,Mumbai,Maharashtra,India,325950,1,Punjab National Bank,36075130653767,PUNJ0949236,Active,2025-03-30,2025-06-16
295,SUP00295,Basu-Aurora,Logistics Provider,09JSLBZ9266D5ZG,VTHBW4638M,nidhi47@viswanathan.org,1875377430,Azad Chaudry,"76/702, Bhatti Ganj",Unit 18,New Delhi,Delhi,India,958695,3,ICICI Bank,818011172562,ICIC0576039,Active,2017-06-01,2022-01-18
296,SUP00296,"Malhotra, Mohanty and Gade",Logistics Provider,11YCOZX0877T3ZD,ZDWEK5843E,nikita07@pant-gola.com,07679634774,Ladli Cheema,"H.No. 477, Bhattacharyya Marg",Unit 8,Kolkata,West Bengal,India,279652,1,IndusInd Bank,276041395798,INDU0782159,Active,2025-03-14,2026-04-11
297,SUP00297,"Som, Hayre and Oommen",Logistics Provider,36COAZK1309J1ZE,PMGEH4899B,ekaja20@goswami-viswanathan.com,+910946986458,Chanchal Randhawa,"H.No. 637, Saran Circle",Floor 4,Jaipur,Rajasthan,India,086735,2,Punjab National Bank,6983914201951001,PUNJ0229876,Blocked,2016-04-06,2018-01-18
298,SUP00298,Koshy and Sons,Logistics Provider,17UVMOW2960Y2ZZ,RPTBX9528G,yogixalak@sachdev-zacharia.com,6814639723,Fariq Chowdhury,"55/288, Warrior",Unit 75,Noida,Uttar Pradesh,India,411426,7,ICICI Bank,3201970983460367,ICIC0504783,Active,2020-04-05,2021-03-28
299,SUP00299,Kannan Inc,Service Provider,07LCCNW9501X4Z4,YTWWQ3186H,mahikamangat@naik.com,+913642514186,Veer Pradhan,"64/69, Madan Circle",Suite 12,Coimbatore,Tamil Nadu,India,845908,4,ICICI Bank,47322578641642,ICIC0373440,Active,2021-05-07,2021-12-11
300,SUP00300,Pingle Inc,Raw Material Supplier,18PXLYE4767P2ZG,PYNTJ0531R,sainirushil@lalla.info,+917437744547,Upkaar Chadha,"20/423
Pau",Suite 17,New Delhi,Delhi,India,098661,3,Yes Bank,727840986522,YES 0219907,Active,2018-07-20,2019-11-15
301,SUP00301,Bhatt and Sons,Raw Material Supplier,33AXITP0484U5ZW,VSKGX2532K,tejas92@goel.com,03556524381,Yamini Bedi,"73
Grewal Ganj",Floor 5,Amritsar,Punjab,India,996211,9,Yes Bank,277092630991,YES 0575400,Inactive,2023-08-07,2024-10-22
302,SUP00302,Roy Group,Service Provider,21AMQHW2208K3Z8,BRCUH3473V,kibekiaan@sengupta-krishnamurthy.info,5043192429,Nitesh Garde,"93, Sura Marg",Suite 30,Lucknow,Uttar Pradesh,India,392842,7,IndusInd Bank,43781626533,INDU0571684,Active,2019-10-06,2021-10-19
303,SUP00303,Mammen-Mander,Goods Supplier,35JHOHN3311G1ZL,LRJHQ4971O,zarnasidhu@bal.org,+916102946395,Bhavika Badami,"66/55
Palla Road",Floor 19,Jaipur,Rajasthan,India,239075,3,Yes Bank,81392262520801,YES 0473568,Active,2018-02-19,2022-02-07
304,SUP00304,"Kota, Nadkarni and Kala",Logistics Provider,33NEILD4529F2Z2,FZUUD3830C,kapurneel@sagar.com,9697465549,Vinaya Rao,"79/05, Sankar Ganj",,Lucknow,Uttar Pradesh,India,307405,10,HDFC Bank,873252066954,HDFC0198998,Active,2020-04-18,2022-04-13
305,SUP00305,Uppal LLC,Logistics Provider,11SJNTV7629O4ZI,JLZME3309M,nmagar@vala-raju.com,09172719645,Idika Narayan,"68, Ganesh Marg",Floor 18,Bengaluru,Karnataka,India,249569,5,Axis Bank,96932170075,AXIS0488877,Active,2016-09-14,2025-03-13
306,SUP00306,Malhotra Inc,Contractor,18WJDGE2509Z8ZB,JDRBE4271G,singhalcharles@chaudhary.com,+917272125808,Jonathan Halder,"98/83
Krishnan Path",Unit 11,Lucknow,Uttar Pradesh,India,417679,8,Yes Bank,83437699014755,YES 0992170,Active,2019-05-01,2024-10-03
307,SUP00307,"Uppal, Dube and Kanda",Equipment Vendor,11POSUM4307C3ZY,UHJKC5025N,yashoda58@sachdev-palan.biz,8784147301,Onveer Walia,"59/705, Dhaliwal Ganj",Floor 7,Jaipur,Rajasthan,India,907151,9,HDFC Bank,54692191428173,HDFC0306244,Active,2018-07-11,2019-03-04
308,SUP00308,Patla-Varma,Raw Material Supplier,22EARIU7575O2Z4,WQQIB6725X,rajagopalrachita@suri.com,2285756252,Aarnav Sachdev,"H.No. 865
Bhalla Marg",Unit 99,Kolkata,West Bengal,India,077176,6,Kotak Mahindra Bank,76219223146,KOTA0140048,Active,2022-12-28,2023-07-28
309,SUP00309,Swamy-Soman,Equipment Vendor,23AOPTU1009T0Z1,CSPOX8814Y,ekapad01@narang-dar.com,05343215867,Sachi Dhar,"21/24
Dasgupta Marg",,New Delhi,Delhi,India,870803,8,Yes Bank,942706492181,YES 0995685,Active,2025-12-15,2026-03-18
310,SUP00310,"Grover, De and Singhal",Logistics Provider,33RKEQA5119G0ZR,BRTUU7805G,kiaan55@borah.info,+917942449844,Dhriti Ghosh,"H.No. 709, Hora Marg",Unit 16,Jaipur,Rajasthan,India,060301,10,Punjab National Bank,891297697394,PUNJ0200123,Inactive,2019-08-15,2021-05-12
311,SUP00311,Soni PLC,Logistics Provider,34XVCSL8071K1ZQ,MMGVW8781N,urmi34@rao.com,7449150592,Krisha Borah,"00/65, Aggarwal Nagar",Unit 9,Jaipur,Rajasthan,India,310153,4,Kotak Mahindra Bank,25972944154,KOTA0332829,Active,2023-12-26,2024-05-24
312,SUP00312,"Taneja, Walla and Kohli",Service Provider,33HEOMK8577O4ZV,QFVUM2640B,zilmilbora@baria-dara.biz,+918281430984,Charita Baria,"03/55, Lad",Floor 4,Bengaluru,Karnataka,India,836462,4,State Bank of India,01720936963324,STAT0235677,Blocked,2020-04-28,2026-03-24
313,SUP00313,Memon Inc,Contractor,15NEHEL1204G2ZZ,CKIZL6836F,sathvikgade@tata.com,3479681712,Sathvik Malhotra,"985
Narula Marg",Suite 32,Ahmedabad,Gujarat,India,797178,10,Kotak Mahindra Bank,23540129456,KOTA0902557,Active,2019-03-30,2025-01-19
314,SUP00314,Sarma Ltd,Equipment Vendor,18QHAJD2968V6ZX,PXCAU9175C,chokshidayita@chhabra-kapadia.com,3576408849,Faris Sami,"H.No. 11
Mane Street",Unit 27,Kolkata,West Bengal,India,250434,10,HDFC Bank,83244465793924,HDFC0527080,Active,2018-06-24,2019-02-01
315,SUP00315,Patil Inc,Service Provider,01HFPGK3857F7Z8,MOAAQ9589O,nikita27@patla.info,+912823246060,Ekaraj Manda,"H.No. 616, Parsa Circle",Suite 13,Jaipur,Rajasthan,India,386935,6,Kotak Mahindra Bank,378141887862,KOTA0406924,Active,2018-11-10,2025-04-20
316,SUP00316,Solanki Inc,Equipment Vendor,08ZGRPQ6654S1ZX,OZIWQ8510B,mohiniganesh@rattan.org,01351699053,Yasti Koshy,"H.No. 035, Sami Nagar",Floor 16,New Delhi,Delhi,India,151206,4,Kotak Mahindra Bank,9467657352166172,KOTA0448410,Active,2023-02-13,2025-04-21
317,SUP00317,"Solanki, Shan and Kurian",Goods Supplier,16HRXRS6290Z0Z9,IWZBS5953V,bajajyadavi@ahluwalia-subramanian.org,+913551027107,Ati Kunda,"H.No. 91, Prasad Circle",Suite 23,Surat,Gujarat,India,718584,2,HDFC Bank,461861324288,HDFC0250984,Active,2023-10-26,2024-10-05
318,SUP00318,Palan-Bhardwaj,Service Provider,23CQQTL9231Z9Z2,WGYXL9598M,onkar67@jayaraman.net,03105009590,Maanas Yadav,"86
Patel Chowk",Suite 2,Nagpur,Maharashtra,India,207709,10,Axis Bank,2743378423849579,AXIS0578568,Active,2017-03-10,2017-08-27
319,SUP00319,Kata-Nair,Contractor,32JGEUZ2550L2ZL,HVWMA7885H,mohannachiket@hans-sethi.org,+912861446009,Guneet Goel,"38/812, Verma Street",Floor 11,Hyderabad,Telangana,India,815221,1,Yes Bank,66709717667521,YES 0708353,Inactive,2021-02-06,2021-09-04
320,SUP00320,"Swamy, Sheth and Dave",Logistics Provider,32CIKSE3879V2Z8,ATDRL5675Q,nkumar@rattan.net,+912950889531,Kabir Hari,"46/267
Chandran Chowk",,Kolkata,West Bengal,India,962487,3,IndusInd Bank,83035964698812,INDU0227813,Inactive,2021-01-03,2025-03-04
321,SUP00321,Vohra Group,Raw Material Supplier,11ZRQPO3158R7ZN,QEHFF2542A,vermanikita@andra.com,+912339599927,Inaya Koshy,"H.No. 85, Garg Path",,Pune,Maharashtra,India,957899,2,State Bank of India,29979993773301,STAT0480405,Active,2019-06-01,2025-01-24
322,SUP00322,"Dhillon, Sule and Lal",Raw Material Supplier,07MOYEY8699N7ZD,UPJSY6081L,vedikamittal@loyal.com,+911146097456,Caleb Dhillon,"H.No. 524
Khosla Path",Floor 16,Hyderabad,Telangana,India,800488,10,Axis Bank,86160528109884,AXIS0150458,Active,2023-06-22,2024-09-25
323,SUP00323,"Chacko, Keer and Varma",Goods Supplier,07RYFFC7088L0Z5,PCZAW5361L,bhavini39@chauhan.com,06156260117,Isha Manne,"450, Oak Street",Unit 33,Hyderabad,Telangana,India,523872,10,Yes Bank,29284137518445,YES 0107313,Active,2018-10-06,2023-08-15
324,SUP00324,Buch-Ravi,Contractor,08QJJVU6662M8ZQ,WRCTJ7834H,tanvilanka@baria.net,8275379300,Geetika Subramaniam,"58/02
Chana Street",Suite 34,New Delhi,Delhi,India,080675,6,ICICI Bank,1674365080961247,ICIC0932166,Active,2016-01-15,2022-01-04
325,SUP00325,Sheth-Gade,Service Provider,30FBXVW0128J7ZS,DQJDD7494I,chandresh43@bhatt-gola.info,+911641046106,Sai Bansal,"H.No. 61, Bajwa Path",Floor 10,Jaipur,Rajasthan,India,321920,2,Yes Bank,464295056532,YES 0422658,Blocked,2025-05-04,2025-10-19
326,SUP00326,Pathak PLC,Equipment Vendor,28VQUER3707U0ZZ,WFIQQ7186V,giriksastry@chanda.com,2866303971,Zaitra Dora,"50/15, Cherian Circle",Floor 4,Mumbai,Maharashtra,India,099498,6,HDFC Bank,574823699806,HDFC0815638,Active,2023-08-02,2024-02-19
327,SUP00327,Samra-Prasad,Goods Supplier,20TCDEQ6361S5Z6,TYDDQ5141H,pbakshi@thaman.info,+913832475954,Yatan Butala,"54/42
Rau Nagar",Unit 43,Ahmedabad,Gujarat,India,451271,5,Punjab National Bank,59347805686,PUNJ0751255,Active,2020-01-25,2026-05-04
328,SUP00328,"Jain, Sha and Pillai",Raw Material Supplier,08WSCOO1268K6ZQ,HZWOZ0015B,chaman27@halder.com,+917169611938,Caleb Manda,"89
Zacharia Marg",Floor 8,New Delhi,Delhi,India,972443,8,ICICI Bank,3547468271938862,ICIC0232465,Active,2024-05-21,2026-02-03
329,SUP00329,Choudhry Ltd,Goods Supplier,22VSXOU7130M1ZU,YOLKB4529A,jagviradhakrishnan@karpe.com,4074731402,Janya Kumer,"63, Patel Nagar",Suite 5,Mumbai,Maharashtra,India,687676,7,Yes Bank,16534286917,YES 0154355,Active,2019-08-17,2022-05-10
330,SUP00330,"Bajaj, Kala and Dhillon",Service Provider,18NSBPW0760R8ZN,NXATE0210L,dhaliwaloeshi@thaman.org,5535099137,Jason Oak,"24/538, Peri Circle",Floor 19,Surat,Gujarat,India,236262,6,Punjab National Bank,23890206402575,PUNJ0894169,Active,2019-01-14,2025-08-25
331,SUP00331,"Dash, Parsa and Hari",Equipment Vendor,02GNWSJ5270C9Z2,LPBBH7223P,pboase@ben.biz,+916328673056,Yamini Gola,"H.No. 04
Maharaj Road",Unit 36,Lucknow,Uttar Pradesh,India,198102,1,Punjab National Bank,86316943640005,PUNJ0248635,Active,2016-07-08,2020-08-30
332,SUP00332,Trivedi and Sons,Equipment Vendor,02FPZMQ2451I7ZE,ACJHY1418K,riya03@bhatti.com,00593440285,Manan Loyal,"33
Ramakrishnan",Floor 5,Amritsar,Punjab,India,843547,9,HDFC Bank,604015215296,HDFC0569422,Inactive,2023-05-08,2025-12-15
333,SUP00333,Uppal LLC,Equipment Vendor,32ATKBF9031F0Z9,AKTJO7133B,samar29@shanker.info,+911157140507,Lila Rege,"71/784, Solanki",Suite 36,Noida,Uttar Pradesh,India,372229,5,Punjab National Bank,37870823152,PUNJ0628937,Inactive,2021-02-19,2024-03-30
334,SUP00334,"Mann, Natarajan and Raghavan",Goods Supplier,18ZEBPR5881N7Z7,ZTJET6146H,gokhaleoliver@gill-sanghvi.com,9840100110,Ansh Kale,"27/18, Manda Street",Floor 19,Hyderabad,Telangana,India,530415,4,State Bank of India,39538012939,STAT0216668,Active,2019-03-28,2023-04-15
335,SUP00335,Lad and Sons,Goods Supplier,24CEYZP7591P8ZH,AJLMG6448N,hemangini34@prasad-sibal.info,0822080413,Osha Kumar,"H.No. 609, Vasa Zila",Suite 10,Ludhiana,Punjab,India,377657,2,Punjab National Bank,434018347696,PUNJ0227896,Active,2017-10-06,2025-07-02
336,SUP00336,Bumb Group,Contractor,34SQFJH0202C5Z0,RVHDB5712G,tripti97@banik.org,+919686825239,Qabil Saraf,"31
Bhavsar Chowk",Suite 11,Noida,Uttar Pradesh,India,471301,10,Punjab National Bank,60484489928,PUNJ0191922,Active,2023-09-26,2023-11-24
337,SUP00337,Parekh PLC,Equipment Vendor,37UVGJX9183E9Z8,QJDDI9090Z,ojas39@parmar-bumb.com,2656454619,Bakhshi Kannan,"71/074
Nanda Marg",Floor 5,Jaipur,Rajasthan,India,096338,8,State Bank of India,63273927952,STAT0547899,Active,2020-06-21,2021-01-12
338,SUP00338,Pau-Ramakrishnan,Goods Supplier,22CJVQW7475Z4ZO,BVAJG9092J,vritti55@sharma-saxena.com,+914380555373,Devika Bobal,"25/137, Seshadri Marg",Floor 11,Surat,Gujarat,India,519647,10,Axis Bank,00901765548088,AXIS0378261,Active,2023-09-29,2025-10-01
339,SUP00339,"Singhal, Murthy and Borra",Service Provider,16DVGHS8715F2ZR,EUBSS0423Y,rayaankeer@chaudhuri.com,07199629233,Manthan Garde,"H.No. 938, Johal",Suite 6,Amritsar,Punjab,India,666159,8,Axis Bank,856281386092,AXIS0215009,Inactive,2020-02-04,2022-08-10
340,SUP00340,Dua-Kar,Contractor,28OCRKH5548B9ZK,XXIMV3285A,gadedhriti@sachdeva.org,+912917460923,Varsha Pal,"63
Thakur Ganj",Floor 13,New Delhi,Delhi,India,586603,10,State Bank of India,42458778582847,STAT0252445,Active,2021-01-25,2026-05-26
341,SUP00341,Sule-Ravi,Goods Supplier,35FPJCF7560H8ZW,BUAYJ0449U,xsrivastava@pathak-swamy.com,05345404478,Hema Lata,"54/500
Madan Nagar",Floor 18,Hyderabad,Telangana,India,835358,8,Yes Bank,35991573305,YES 0601213,Active,2020-08-05,2022-12-01
342,SUP00342,"Dutta, Gole and Shetty",Service Provider,30JKDVK2030K6Z8,FLNRQ3672Z,chakradhar92@seth-nadkarni.info,+918304298725,Yasti Karan,"53, Palan Ganj",Unit 37,Amritsar,Punjab,India,149880,6,Axis Bank,35589150357856,AXIS0348490,Active,2022-05-11,2024-07-12
343,SUP00343,Shah LLC,Equipment Vendor,36SINIW6740Y0ZU,ASNSU7388O,mahika71@dalia.com,1096558308,Nandini Raj,"77/248, Rajan Road",Floor 3,Hyderabad,Telangana,India,041464,3,Axis Bank,25578702041763,AXIS0373784,Active,2016-05-28,2020-06-28
344,SUP00344,Raman Group,Service Provider,31AVXUF0502H5ZS,PYIII8471N,cmajumdar@chahal.com,+915001295445,Faqid Sahota,"972, De Path",Suite 10,Kolkata,West Bengal,India,922585,6,Punjab National Bank,60326276600849,PUNJ0495506,Active,2025-01-27,2025-04-10
345,SUP00345,"Ratti, Parekh and Mitter",Contractor,20HDORG8539G8ZV,FHBRS3171N,ojas72@kale.net,01177111768,Vaishnavi Pandey,"97/55
Pradhan",Suite 4,Jaipur,Rajasthan,India,576162,7,ICICI Bank,6670949354985088,ICIC0715121,Active,2023-07-13,2023-11-02
346,SUP00346,Sodhi Ltd,Equipment Vendor,13VSJJF0535J2Z6,CYBLP3798Y,vivaanlad@padmanabhan-raju.com,+918169064379,Anika Bhatt,"15, Chhabra Path",Suite 31,Mysuru,Karnataka,India,512577,10,Axis Bank,638088032811,AXIS0930413,Blocked,2022-02-03,2025-10-26
347,SUP00347,Parsa and Sons,Logistics Provider,27DJKZX7922E6ZI,TMOND9718K,jagrati66@gera.biz,+911898773398,Dhriti Choudhary,"35
Balan Marg",Unit 2,Mysuru,Karnataka,India,090314,2,HDFC Bank,344259419481,HDFC0717255,Active,2025-03-10,2025-05-10
348,SUP00348,"Goswami, Gokhale and Merchant",Goods Supplier,31KPHYS0756T4ZV,AMRMB2474O,qushi00@parsa.biz,6123977674,Chandran Borah,"86
Chatterjee Zila",Suite 16,Bengaluru,Karnataka,India,467714,4,Yes Bank,35805410147,YES 0344082,Inactive,2022-08-25,2023-01-05
349,SUP00349,"Brahmbhatt, Kumar and Gara",Logistics Provider,31NGDWG1081J9ZI,YUQTT5233L,unnibal@keer.com,03253293743,Yatin Rao,"H.No. 042, Balan Path",Floor 17,Hyderabad,Telangana,India,650407,3,HDFC Bank,884557978202,HDFC0599354,Active,2019-09-11,2023-12-23
350,SUP00350,Memon-Grover,Contractor,16ZISZV2454M0Z5,IIXFA4692R,tanay85@chowdhury.com,+919277394377,Laksh Pal,"60, Vig",,Amritsar,Punjab,India,140316,6,Kotak Mahindra Bank,16643549611,KOTA0850897,Inactive,2019-08-22,2023-02-03
351,SUP00351,Nagarajan-Desai,Contractor,06QPXKZ6969I5ZE,MGMHG8490L,lchauhan@sankaran-bava.net,02059158373,Nathaniel Dasgupta,"33, Sankar Road",Unit 41,Kolkata,West Bengal,India,880943,2,Axis Bank,0575043403587488,AXIS0165216,Under Review,2018-06-24,2024-10-28
352,SUP00352,"Manne, Parekh and Srivastava",Equipment Vendor,35COOGW8701O4ZH,IDCHO5398U,prisha88@nagy-sampath.com,+914408565405,Elijah Barad,"751
Varghese Zila",Suite 21,Coimbatore,Tamil Nadu,India,015133,6,Kotak Mahindra Bank,067692450937,KOTA0898715,Active,2024-12-24,2025-10-14
353,SUP00353,Vig-Raj,Contractor,37DLZMD6261J0ZP,HFHXS6651I,avni05@gupta-biswas.net,+919538450950,Warinder Shukla,"63, Sawhney Circle",Floor 12,Amritsar,Punjab,India,740507,3,State Bank of India,139418360929,STAT0966647,Active,2018-03-05,2019-04-11
354,SUP00354,Kibe PLC,Service Provider,37LUWTL5319U4ZT,ISXFY4259V,ldeep@babu.net,+916549124038,Varsha Setty,"07/82, Kade Marg",Unit 14,Kolkata,West Bengal,India,419616,1,State Bank of India,039944133768,STAT0275675,Active,2017-03-01,2023-06-08
355,SUP00355,Krishnamurthy-Badal,Equipment Vendor,25ECSGT7013M6Z1,SNVBY6893V,rayaan76@lanka-sampath.com,8854910700,Aryan Bakshi,"H.No. 40
Kanda Ganj",Floor 18,Noida,Uttar Pradesh,India,265148,9,State Bank of India,9183332076271561,STAT0123830,Active,2020-05-13,2024-07-02
356,SUP00356,Bal-Badal,Service Provider,17IXNMG8287B3Z3,KWNQL7713K,sachi08@mandal-rajan.net,09445680808,Sneha Manda,"89
Grover Chowk",Unit 20,Nagpur,Maharashtra,India,885270,8,Punjab National Bank,341496378864,PUNJ0203454,Inactive,2019-07-25,2024-12-12
